,APP_NAME,APP_LINK,GH_REPO_URL,PARTNER_TECH_USED
215,VK - PDF BASED LLM-LANGCHAIN CHATBOT,https://pdfbasedbot.streamlit.app,https://github.com/VK-Ant/PDFBasedChatBot_Streamlit/,"[""LangChain""]"
216,VoiceToDoc,https://voice-to-doc.streamlit.app/,https://github.com/DaveOkpare/voice-to-doc,"[""AssemblyAI""]"
217,VoiceWisePro,https://voicewisepro-v1.streamlit.app/,https://github.com/pavanjava/VoiceWisePro/tree/main,"[""LangChain""]"
218,Web Browsing Agent 🤗,https://web-browsing-agent.streamlit.app/,https://github.com/naotaka1128/web_bowsing_agent,"[""LangChain""]"
219,WebGPT,https://web-gpt4.streamlit.app/,https://github.com/AryanSankholkar/WebGPT,"[""LangChain""]"
220,Wiki-Search,https://wiki-search.streamlit.app/,https://github.com/marcusschiesser/streamlit-examples,"[""Weaviate""]"
221,WordWhiz,https://wordwhiz.streamlit.app/,https://github.com/navin772/AI_Story_Generator,"[""Clarifai""]"
222,YouTube Q and A,https://youtube-tldr-get-your-questions-answered.streamlit.app/,https://github.com/A-I-nstein/YouTube-TLDR,"[""AssemblyAI"", ""LangChain"", ""Weaviate""]"
223,Youtube Summarizer GPT,https://youtube-summarize-gpt.streamlit.app,https://github.com/Laikaiyong/Youtube-Summarize-GPT,"[""AssemblyAI""]"
224,YouTube Transcript OpenAI Assistant,https://youtube-transcript-openai-assistant-ytb.streamlit.app/,https://github.com/itsergiu/YouTube-Transcript-OpenAI-Assistant,"[""LlamaIndex""]"
225,YouTube Video Summariser,https://youtube-video-summariser.streamlit.app/,https://github.com/rabiahmad/YouTube-Video-Summariser,"[""AssemblyAI""]"
226,YT AI Language Tutor,https://apphackathon-ay9lxewlezphwylsav65b3.streamlit.app/,https://github.com/vyng0302/streamlit_hackathon,"[""LangChain""]"
227,YT Trans,https://yt-trans.streamlit.app/,https://github.com/nrwpradana/yt-transcript,"[""AssemblyAI""]"
228,YT.BOT,https://yt-chatbot.streamlit.app/,https://github.com/im45145v/YT.BOT,"[""LangChain""]"
229,Zoom Transcriber,https://zoom-transcriber.streamlit.app/,https://github.com/nrwpradana/zoom-transcript,"[""AssemblyAI""]"
230,योजना साथी,https://yojna-saathi.streamlit.app/,https://github.com/falaktheoptimist/sl_ht_scheme_filter,"[""Clarifai"", ""LangChain""]"
